Name,Price,Description,Stock,Categories,Tags
Seadra,£51.00,"Seadra generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This Pokémon weakens prey with these currents, then swallows it whole.",45 in stock,"['Dragon', 'Pokemon']","['Dragon', 'Poison Point', 'seadra']"
Goldeen,£170.00,"Goldeen loves swimming wild and free in rivers and ponds. If one of these Pokémon is placed in an aquarium, it will shatter even the thickest glass with one ram of its horn and make its escape.",117 in stock,"['Goldfish', 'Pokemon']","['goldeen', 'Goldfish', 'Swift Swim']"
Seaking,£129.00,Seaking is very protective of its eggs. The male and female will take turns patrolling around their nest and eggs. The guarding of eggs by these Pokémon goes on for over a month.,226 in stock,"['Goldfish', 'Pokemon']","['Goldfish', 'seaking', 'Swift Swim']"
Staryu,£166.00,"Staryu apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this Pokémon simply regenerates the missing pieces and limbs.",292 in stock,"['Pokemon', 'Star Shape']","['Natural Cure', 'Star Shape', 'staryu']"
Starmie,£176.00,Starmie swims through water by spinning its star-shaped body as if it were a propeller on a ship. The core at the center of this Pokémon’s body glows in seven colors.,283 in stock,"['Mysterious', 'Pokemon']","['Mysterious', 'Natural Cure', 'starmie']"
Mr-mime,£144.00,"Mr. Mime is a master of pantomime. Its gestures and motions convince watchers that something unseeable actually exists. Once the watchers are convinced, the unseeable thing exists as if it were real.",105 in stock,"['Barrier', 'Pokemon']","['Barrier', 'mr-mime', 'Soundproof']"
Scyther,£85.00,"Scyther is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This Pokémon’s scythes are so effective, they can slice through thick logs in one wicked stroke.",139 in stock,"['Mantis', 'Pokemon']","['Mantis', 'scyther', 'Swarm']"
Jynx,£138.00,"Jynx walks rhythmically, swaying and shaking its hips as if it were dancing. Its motions are so bouncingly alluring, people seeing it are compelled to shake their hips without giving any thought to what they are doing.",197 in stock,"['Human Shape', 'Pokemon']","['Human Shape', 'jynx', 'Oblivious']"
Electabuzz,£125.00,"When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods.",63 in stock,"['Electric', 'Pokemon']","['electabuzz', 'Electric', 'Static']"
Magmar,£130.00,"In battle, Magmar blows out intensely hot flames from all over its body to intimidate its opponent. This Pokémon’s fiery bursts create heat waves that ignite grass and trees in its surroundings.",16 in stock,"['Pokemon', 'Spitfire']","['Flame Body', 'magmar', 'Spitfire']"
Pinsir,£141.00,"Pinsir has a pair of massive horns. Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape.",29 in stock,"['Pokemon', 'Stag Beetle']","['Hyper Cutter', 'pinsir', 'Stag Beetle']"
Tauros,£63.00,"This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself.",298 in stock,"['Pokemon', 'Wild Bull']","['Intimidate', 'tauros', 'Wild Bull']"
Magikarp,£43.00,"Magikarp is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy Pokémon that can survive in any body of water no matter how polluted it is.",126 in stock,"['Fish', 'Pokemon']","['Fish', 'magikarp', 'Swift Swim']"
Gyarados,£79.00,"Once Gyarados goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this Pokémon’s rampages lasting a whole month.",100 in stock,"['Atrocious', 'Pokemon']","['Atrocious', 'gyarados', 'Intimidate']"
Lapras,£172.00,"People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain.",89 in stock,"['Pokemon', 'Transport']","['lapras', 'Transport', 'Water Absorb']"
Ditto,£75.00,"Ditto rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this Pokémon manages to get details wrong.",177 in stock,"['Pokemon', 'Transform']","['ditto', 'Limber', 'Transform']"
Eevee,£112.00,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.,234 in stock,"['Evolution', 'Pokemon']","['eevee', 'Evolution', 'Run Away']"
Vaporeon,£147.00,Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.,226 in stock,"['Bubble Jet', 'Pokemon']","['Bubble Jet', 'vaporeon', 'Water Absorb']"
Jolteon,£158.00,"Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles.",37 in stock,"['Lightning', 'Pokemon']","['jolteon', 'Lightning', 'Volt Absorb']"
Flareon,£34.00,"Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit.",142 in stock,"['Flame', 'Pokemon']","['Flame', 'flareon', 'Flash Fire']"
Porygon,£178.00,Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying.,156 in stock,"['Pokemon', 'Virtual']","['porygon', 'Trace', 'Virtual']"
Omanyte,£162.00,"Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell.",13 in stock,"['Pokemon', 'Spiral']","['omanyte', 'Shell Armor', 'Spiral']"
Omastar,£61.00,"Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.",249 in stock,"['Pokemon', 'Spiral']","['omastar', 'Shell Armor', 'Spiral']"
Kabuto,£79.00,"Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.",187 in stock,"['Pokemon', 'Shellfish']","['kabuto', 'Shellfish', 'Swift Swim']"
Kabutops,£57.00,Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs.,228 in stock,"['Pokemon', 'Shellfish']","['kabutops', 'Shellfish', 'Swift Swim']"
Aerodactyl,£56.00,Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times.,257 in stock,"['Fossil', 'Pokemon']","['aerodactyl', 'Fossil', 'Rock Head']"
Snorlax,£134.00,Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play.,260 in stock,"['Pokemon', 'Sleeping']","['Sleeping', 'snorlax', 'Thick Fat']"
Articuno,£77.00,"Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall.",101 in stock,"['Freeze', 'Pokemon']","['articuno', 'Freeze', 'Pressure']"
Zapdos,£133.00,Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts.,265 in stock,"['Electric', 'Pokemon']","['Electric', 'Pressure', 'zapdos']"
Moltres,£178.00,"Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.",208 in stock,"['Flame', 'Pokemon']","['Flame', 'moltres', 'Pressure']"
Dratini,£94.00,Dratini continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels.,275 in stock,"['Dragon', 'Pokemon']","['Dragon', 'dratini', 'Shed Skin']"
Dragonair,£57.00,Dragonair stores an enormous amount of energy inside its body. It is said to alter weather conditions in its vicinity by discharging energy from the crystals on its neck and tail.,119 in stock,"['Dragon', 'Pokemon']","['Dragon', 'dragonair', 'Shed Skin']"
Dragonite,£69.00,Dragonite is capable of circling the globe in just 16 hours. It is a kindhearted Pokémon that leads lost and foundering ships in a storm to the safety of land.,127 in stock,"['Dragon', 'Pokemon']","['Dragon', 'dragonite', 'Inner Focus']"
Mewtwo,£43.00,"Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon’s body, they failed to endow Mewtwo with a compassionate heart.",78 in stock,"['Genetic', 'Pokemon']","['Genetic', 'mewtwo', 'Pressure']"
Mew,£136.00,"Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people.",152 in stock,"['New Species', 'Pokemon']","['mew', 'New Species', 'Synchronize']"
Chikorita,£127.00,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around.",98 in stock,"['Leaf', 'Pokemon']","['chikorita', 'Leaf', 'Overgrow']"
Bayleef,£44.00,Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.,299 in stock,"['Leaf', 'Pokemon']","['bayleef', 'Leaf', 'Overgrow']"
Meganium,£163.00,"The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit.",71 in stock,"['Herb', 'Pokemon']","['Herb', 'meganium', 'Overgrow']"
Cyndaquil,£154.00,"Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.",184 in stock,"['Fire Mouse', 'Pokemon']","['Blaze', 'cyndaquil', 'Fire Mouse']"
Quilava,£85.00,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.,263 in stock,"['Pokemon', 'Volcano']","['Blaze', 'quilava', 'Volcano']"
Typhlosion,£191.00,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.,118 in stock,"['Pokemon', 'Volcano']","['Blaze', 'typhlosion', 'Volcano']"
Totodile,£190.00,"Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury.",285 in stock,"['Big Jaw', 'Pokemon']","['Big Jaw', 'Torrent', 'totodile']"
Croconaw,£175.00,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.",255 in stock,"['Big Jaw', 'Pokemon']","['Big Jaw', 'croconaw', 'Torrent']"
Feraligatr,£183.00,"Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed.",175 in stock,"['Big Jaw', 'Pokemon']","['Big Jaw', 'feraligatr', 'Torrent']"
Sentret,£48.00,"When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear.",83 in stock,"['Pokemon', 'Scout']","['Keen Eye', 'Scout', 'sentret']"
Furret,£154.00,"Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet.",85 in stock,"['Long Body', 'Pokemon']","['furret', 'Keen Eye', 'Long Body']"
